station_id,brand_id,town,postcode,lat,lon
AT.5700.8,OMV,Neustift,6167,47.12944,11.33707
AT.5711.8,OMV,Vu00f6ls,6176,47.25616,11.31615
AT.5717.8,OMV,Innsbruck,6020,47.25633,11.38869
AT.5737.8,OMV,Zell am Ziller,6280,47.22926,11.89207
AT.5738.8,AVANTI,Leutasch,6105,47.36978,11.16653
AT.5741.8,AVANTI,Rum,6064,47.2873,11.46305
AT.5742.8,AVANTI,Barwies,6414,47.30453,10.96999
AT.5745.8,AVANTI,Axams,6094,47.23079,11.28586
AT.5750.8,OMV,Vomp,6134,47.347,11.69027
AT.5751.8,AVANTI,Weissenbach am Lech,6671,47.44138,10.64229
AT.6008.8,HOFER,Rankweil,6830,47.2724,9.60797
AT.6009.8,HOFER,Hohenems,6845,47.3666,9.67055
AT.6010.8,HOFER,Bu00fcrs,6706,47.15298,9.81419
AT.6306.8,OMVFASTLANE,Lech am Arlberg,6764,47.20491,10.14054
AT.6504.8,AVANTI,Hittisau,6952,47.45811,9.95489
AT.6509.8,OMV,Wolfurt,6922,47.4541,9.75495
AT.6510.8,OMV,Frastanz,6820,47.22452,9.61744
AT.6511.8,OMV,Dornbirn,6850,47.42804,9.73995
AT.6512.8,OMV,Dornbirn,6850,47.39618,9.73126
AT.6513.8,AVANTI,Dornbirn,6850,47.40698,9.73476
AT.6520.8,HOFER,Koblach,6842,47.32574,9.62964
AT.6521.8,OMV,Bregenz,6900,47.48778,9.73324
AT.6523.8,OMV,Thu00fcringen,6712,47.1993,9.75582
AT.6526.8,OMV,Innerbraz,6751,47.14077,9.92512
AT.6528.8,OMV,Alberschwende,6861,47.45076,9.82779
AT.6529.8,OMV,Hard,6971,47.48752,9.69962
AT.6551.8,AVANTI,Lustenau,6890,47.43888,9.65664
AT.6553.8,AVANTI,Sankt Anton,6780,47.09864,9.86944
AT.6716.8,OMV,Feldkirch,6804,47.26779,9.61507
AT.6717.8,OMV,Lustenau,6890,47.42005,9.65871
AT.6718.8,OMV,Lochau,6911,47.5347,9.75204
AT.6721.8,AVANTI,Hard,6971,47.49046,9.70295
AT.6722.8,OMV,Klu00f6sterle,6754,47.12939,10.06077
AT.6723.8,OMV,Nenzing,6710,47.18918,9.70154
AT.7001.8,HOFER,Wien,1210,48.27123,16.40904
AT.7005.8,OMV,Wien,1210,48.2705,16.41214
AT.7006.8,HOFER,Wien,1230,48.1511,16.3007
AT.7010.8,AVANTI,Wien,1110,48.17054,16.45797
AT.7011.8,HOFER,Wien,1210,48.25258,16.42698
AT.7501.8,OMV,Wien,1200,48.24309,16.37535
AT.7511.8,AVANTI,Wien,1020,48.22588,16.3708
AT.7513.8,OMV,Wien,1232,48.14651,16.36108
AT.7514.8,OMV,Wien,1210,48.26513,16.39386
AT.7526.8,OMV,Wien,1140,48.20186,16.23616
AT.7542.8,OMV,Wien,1140,48.19788,16.27994
AT.7546.8,OMV,Wien,1220,48.25108,16.47035
AT.7547.8,OMV,Wien,1220,48.25141,16.47211
AT.7548.8,OMV,Wien,1220,48.24285,16.45645
AT.7550.8,OMV,Wien,1210,48.28114,16.41181
AT.7554.8,OMV,Wien,1230,48.13342,16.29849
AT.7555.8,OMV,Wien,1110,48.18187,16.44451
AT.7556.8,OMV,Wien,1150,48.20685,16.31374
AT.7557.8,OMV,Wien,1110,48.15133,16.4632
AT.7560.8,OMV,Wien,1100,48.14818,16.39664
AT.7567.8,OMV,Wien,1110,48.17,16.40953
AT.7573.8,AVANTI,Wien,1110,48.14844,16.46228
AT.7575.8,OMV,Wien,1220,48.21686,16.49345
AT.7577.8,AVANTI,Wien,1210,48.28664,16.38404
AT.7579.8,AVANTI,Wien,1120,48.1724,16.31949
AT.7583.8,OMV,Wien,1100,48.1774,16.35653
AT.7651.8,AVANTI,Wien,1210,48.31144,16.43012
AT.7652.8,AVANTI,Wien,1120,48.17824,16.34598
AT.7654.8,AVANTI,Wien,1220,48.2145,16.51461
AT.7656.8,AVANTI,Wien,1140,48.1953,16.28135
AT.7657.8,AVANTI,Wien,1190,48.28511,16.34549
AT.7665.8,AVANTI,Wien,1110,48.18388,16.4059
AT.7666.8,OMV,Wien,1230,48.14891,16.33836
AT.7713.8,AVANTI,Wien,1210,48.26672,16.44859
AT.7717.8,AVANTI,Wien,1210,48.25964,16.45031
AT.8001.8,HOFER,Leobendorf,2100,48.3603,16.311
AT.8002.8,HOFER,Brunn am Gebirge,2345,48.1051,16.3101
AT.8003.8,HOFER,Theresienfeld,2604,47.8465,16.2443
AT.8004.8,HOFER,St. Pu00f6lten,3100,48.1737,15.6174
AT.8006.8,HOFER,Zwettl,3910,48.6001,15.1899
AT.8007.8,HOFER,Baden,2500,47.9747,16.2807
AT.8010.8,AVANTI,Neulengbach,3040,48.19262,15.89473
AT.8011.8,OMV,Altlengbach,3033,48.15763,15.94264
AT.8012.8,AVANTI,Wiener Neustadt,2700,47.78134,16.19135
AT.8013.8,HOFER,Ernstbrunn,2115,48.52638,16.3791
AT.8020.8,AVANTI,Vu00f6sendorf,2331,48.12534,16.32296
AT.8022.8,OMV,Deutsch-Wagram,2232,48.31075,16.51506
AT.8023.8,AVANTI,Langenzersdorf,2103,48.2997,16.37405
AT.8024.8,AVANTI,Oeynhausen,2512,47.98609,16.29075
AT.8040.8,OMV,Blindenmarkt,3372,48.12687,15.00827
AT.8049.8,HOFER,Tulln,3430,48.3194,16.0823
AT.8050.8,HOFER,Traisen,3160,48.04992,15.611510000000001
AT.8051.8,HOFER,Gmu00fcnd,3950,48.7655,14.9801
AT.8052.8,HOFER,Waidhofen,3340,47.9759,14.755
AT.8053.8,HOFER,Hollabrunn,2020,48.5645,16.0738
AT.8059.8,HOFER,Mistelbach,2130,48.5612,16.5611
AT.8061.8,HOFER,Baden,2500,48.0128,16.2566
AT.8062.8,HOFER,Ybbs,3370,48.1685,15.0865
AT.8063.8,AVANTI,Mannersdorf/Leithagebirge,2452,47.97132,16.59832
AT.8070.8,HOFER,Amstetten,3300,48.11451,14.86924
AT.8071.8,HOFER,Pu00f6chlarn,3380,48.19965,15.22095
AT.8072.8,HOFER,Grafenwu00f6rth,3484,48.41446,15.77068
AT.8095.8,HOFER,Himberg,2325,48.07173,16.45753
AT.8097.8,HOFER,Kematen an der Ybbs,3331,48.03741,14.77795
AT.8318.8,OMV,Zistersdorf,2225,48.54239,16.76417
AT.8518.8,AVANTI,Orth an der Donau,2304,48.14992,16.68739
AT.8536.8,OMV,Perchtoldsdorf,2380,48.11554,16.27169
AT.8537.8,OMV,Weiden am See,7100,47.9375,16.85532
AT.8543.8,AVANTI,Wildungsmauer,2403,48.10775,16.80919
AT.8548.8,OMV,Gu00f6ttlesbrunn,2464,48.05676,16.71078
AT.8549.8,OMV,Sankt Pu00f6lten,3100,48.22376,15.63452
AT.8555.8,AVANTI,Schwechat,2320,48.1397,16.4855
AT.8556.8,OMV,Haag,3350,48.11517,14.57068
AT.8558.8,OMV,Strasshof,2231,48.31458,16.6256
AT.8559.8,AVANTI,Klosterneuburg,3400,48.30458,16.32988
AT.8560.8,OMV,Tausendblum / Neulengbach,3040,48.19653,15.89983
AT.8561.8,AVANTI,Heidenreichstein,3860,48.86169,15.12039
AT.8562.8,OMV,Grou00dfweikersdorf,3701,48.47877,15.97709
AT.8565.8,OMV,Himberg,2325,48.07949,16.44134
AT.8566.8,OMV,Gfu00f6hl,3542,48.51208,15.51044
AT.8567.8,OMV,Langenrohr/Asparn,3442,48.32242,16.02642
AT.8569.8,OMV,Hobersdorf,2193,48.5728,16.6394
AT.8570.8,OMV,Frauenhofen,3580,48.66569,15.63271
AT.8575.8,OMV,Klosterneuburg,3400,48.28666,16.34386
AT.8577.8,OMV,Alland,2534,48.06751,16.06339
AT.8578.8,OMV,Sankt Valentin,4300,48.19676,14.52693
AT.8583.8,OMV,Herzogenburg,3130,48.27876,15.69564
AT.8584.8,OMV,Hilm,3331,48.02154,14.75676
AT.8585.8,OMV,Hohenau an der March,2273,48.60217,16.90004
AT.8586.8,AVANTI,Horn,3580,48.66188,15.65477
AT.8587.8,AVANTI,Poysdorf,2170,48.65948,16.62935
AT.8589.8,AVANTI,Schrems,3943,48.79281,15.06908
AT.8591.8,OMV,Stockerau,2000,48.38611,16.21863
AT.8593.8,AVANTI,Traisen,3160,48.04857,15.60983
AT.8602.8,AVANTI,Deutsch-Wagram,2232,48.30043,16.56957
AT.8607.8,AVANTI,Fischamend,2401,48.12157,16.59846
AT.8615.8,OMV,Hagenbrunn,2201,48.33608,16.46097
AT.8620.8,AVANTI,Korneuburg,2100,48.33832,16.33873
AT.8621.8,AVANTI,Krems an der Donau,3500,48.39735,15.56875
AT.8632.8,AVANTI,Mu00fcnchendorf,2482,48.03444,16.37948
AT.8641.8,AVANTI,Pulkau,3741,48.70033,15.86356
AT.8656.8,AVANTI,Wolfsthal,2412,48.13064,17.02105
AT.8666.8,AVANTI,Gablitz,3003,48.21888,16.16551
AT.8672.8,OMV,Wiener Neustadt,2700,47.84322,16.24631
AT.8675.8,OMV,Melk,3390,48.21918,15.34834
AT.8676.8,OMV,Loosdorf,3382,48.19,15.409
AT.8693.8,OMV,Wolfpassing,2123,48.4249,16.54799
AT.8694.8,OMV,HIMBERG,2325,48.08434,16.45713
AT.8696.8,EURT,Sankt Valentin,4300,48.1958,14.52723
AT.8700.8,AVANTI,Krems an der Donau,3500,48.40624,15.60365
AT.8703.8,OMV,Schwechat,2320,48.12249,16.4387
AT.8704.8,OMV,Wiener Neudorf,2351,48.0776,16.3233
AT.8711.8,OMVFASTLANE,Eggenburg,3730,48.6437,15.82231
AT.8712.8,OMV,Gu00e4nserndorf,2230,48.33812,16.73144
AT.8719.8,OMV,Einsiedl,3441,48.26998,15.97126
AT.8732.8,AVANTI,Mu00f6dling,2340,48.08762,16.29563
AT.8733.8,AVANTI,Sieghartskirchen,3443,48.25451,16.01891
AT.8734.8,AVANTI,Sankt Andru00e4-Wu00f6rdern,3423,48.32248,16.20326
AT.8737.8,OMV,Oberpullendorf,7350,47.50957,16.50023
AT.8753.8,AVANTI,Bad Vu00f6slau,2540,47.96902,16.21304
AT.8754.8,AVANTI,Bruck / Leitha,2460,48.02141,16.76646
AT.8756.8,AVANTI,Gaweinstal,2191,48.48222,16.59312
AT.8765.8,AVANTI,Pottenstein,2563,47.95514,16.09516
AT.8769.8,AVANTI,Sankt Pu00f6lten,3100,48.20673,15.64125
AT.8771.8,AVANTI,Vu00f6sendorf,2331,48.13078,16.32632
AT.8772.8,AVANTI,Wiener Neustadt,2700,47.8065,16.20603
AT.8775.8,AVANTI,Zwu00f6lfaxing,2324,48.1162,16.46643
AT.8776.8,AVANTI,Ybbs,3370,48.17039,15.08587
AT.9003.8,AVANTI,Amstetten,3300,48.12263,14.88932
AT.9006.8,OMV,Hornstein,7053,47.87799,16.41503
AT.9007.8,OMV,Neusiedl am See,7100,47.97359,16.84885
AT.9018.8,HOFER,Eisenstadt,7000,47.825,16.5319
AT.9019.8,HOFER,Parndorf,7111,47.9806,16.8541
AT.9020.8,HOFER,Mattersburg,7210,47.73,16.4127
AT.9021.8,HOFER,Stoob,7344,47.51454,16.48747
AT.9041.8,OMVFASTLANE,Kirchschlag/Bucklige Welt,2860,47.49879,16.28993
AT.9143.8,AVANTI,Mitterau,3385,48.1976,15.483459999999999
AT.9503.8,OMV,Wiener Neustadt,2700,47.8047,16.26798
AT.9505.8,AVANTI,Hainfeld,3170,48.03366,15.77878
AT.9506.8,AVANTI,Pottendorf,2486,47.91283,16.38632
AT.9514.8,AVANTI,Ruprechtshofen,3244,48.13974,15.28193
AT.9519.8,OMV,Hirtenberg,2552,47.93151,16.19569
AT.9531.8,OMV,Eisenstadt,7000,47.83317,16.52318
AT.9532.8,OMV,Kottingbrunn,2542,47.9493,16.22221
AT.9535.8,AVANTI,Sankt Pu00f6lten,3100,48.18769,15.61753
AT.9538.8,OMV,Baden,2500,47.99769,16.25102
AT.9539.8,OMV,Mattersburg,7210,47.74067,16.40867
AT.9542.8,OMV,Bad Fischau,2721,47.83396,16.18183
AT.9545.8,AVANTI,Alland,2534,48.05753,16.08695
AT.9546.8,OMV,Amstetten,3300,48.11657,14.90712
AT.9557.8,OMV,Waidhofen an der Ybbs,3340,47.96667,14.76931
AT.9571.8,OMV,Ybbs an der Donau,3370,48.17122,15.08459
AT.9705.8,OMV,Breitenbrunn,7091,47.93942,16.72805
AT.9724.8,OMV,Ebreichsdorf,2483,47.96042,16.3977
