"unique_coord_key","lat_rounded","lon_rounded","source_count","sources","station_ids","station_names"
"47.5168991088867,12.1970996856689",47.5168991088867,12.1970996856689,2,"ARBÖ;ÖAMTC","INFT-AKDAK8;1209392","Freie Tankstelle Haselsberger;Tankstelle Haselsberger"
"47.5195999145508,12.4179000854492",47.5195999145508,12.4179000854492,1,"ARBÖ","INFT-AJJU99","Disk TANKAUTOMAT"
"47.5196990966797,16.1928997039795",47.5196990966797,16.1928997039795,2,"ARBÖ;ÖAMTC","INFT-AJK39L;1082919","Diskont Gras;Tankstelle Gras"
"47.5199012756348,12.4319000244141",47.5199012756348,12.4319000244141,2,"ARBÖ;ÖAMTC","INFT-AJJL2G;1209397","Unser Lagerhaus St. Johann;Lagerhaus"
"47.5205001831055,9.90939998626709",47.5205001831055,9.90939998626709,1,"ARBÖ","INFT-AKNGQ7","Geist Transporte"
"47.5210990905762,12.2510004043579",47.5210990905762,12.2510004043579,2,"ARBÖ;ÖAMTC","INFT-CHACLY;1211625","eni;Eni"
"47.5213012695312,12.2688999176025",47.5213012695312,12.2688999176025,2,"ARBÖ;ÖAMTC","INFT-B6J73E;1207997","OMV - Ellmau Oberachen 13;OMV"
"47.5228004455566,14.0832996368408",47.5228004455566,14.0832996368408,1,"ARBÖ","INFT-AKALZV","Shell Austria"
"47.5232009887695,14.3235998153687",47.5232009887695,14.3235998153687,1,"ARBÖ","INFT-AKEFHK","Autoservice Lemmerer"
"47.524600982666,14.1471996307373",47.524600982666,14.1471996307373,2,"ARBÖ;ÖAMTC","INFT-AN3EPT;1209461","Landmarkt Lagerhaus;Lagerhaus"
"47.5252990722656,12.4229001998901",47.5252990722656,12.4229001998901,1,"ARBÖ","INFT-B7FL3S","BP"
"47.5252990722656,14.3401002883911",47.5252990722656,14.3401002883911,2,"ARBÖ;ÖAMTC","INFT-AKM42R;1139166","Shell Austria;Shell"
"47.5261001586914,12.423999786377",47.5261001586914,12.423999786377,1,"ARBÖ","INFT-BR9F7S","Disk"
"47.527099609375,12.4242000579834",47.527099609375,12.4242000579834,1,"ARBÖ","INFT-CCAMVN","eni"
"47.5289993286133,11.7080001831055",47.5289993286133,11.7080001831055,1,"ARBÖ","INFT-AJML7H","OMV - Achenkirch Achenseestra<U+00DF>e B181 385a"
"47.532901763916,12.4371004104614",47.532901763916,12.4371004104614,1,"ARBÖ","INFT-AJKLM7","Shell St.Johann"
"47.5332984924316,9.73939990997314",47.5332984924316,9.73939990997314,1,"ARBÖ","INFT-AJK6RE","Schindele, H<U+00F6>rbranz"
"47.5349006652832,9.73770046234131",47.5349006652832,9.73770046234131,1,"ARBÖ","INFT-AJK39H","Deuring"
"47.535099029541,12.0934000015259",47.535099029541,12.0934000015259,1,"ARBÖ","INFT-BRPLZZ","INN-TANK"
"47.5381011962891,16.4330997467041",47.5381011962891,16.4330997467041,1,"ARBÖ","INFT-AJJKWC","Tanken an der S31"
"47.5381011962891,16.56130027771",47.5381011962891,16.56130027771,2,"ARBÖ;ÖAMTC","INFT-B4L2K4;1210016","GENOL-Lagerhaustankstelle - Grosswarasdorf;Genol"
"47.538501739502,12.4407997131348",47.538501739502,12.4407997131348,1,"ARBÖ","INFT-AJJL2F","OMV Tankstelle,  Eurotank Sinnesberger"
"47.5411987304688,16.1548004150391",47.5411987304688,16.1548004150391,1,"ARBÖ","INFT-BU6CTB","P<U+00FC>rrer Trans GmbH."
"47.5425987243652,16.6585998535156",47.5425987243652,16.6585998535156,1,"ARBÖ","INFT-B4L2K6","GENOL-Lagerhaustankstelle - Nikitsch"
"47.5432014465332,9.74479961395264",47.5432014465332,9.74479961395264,1,"ARBÖ","INFT-B2C2AS","Schindele Autobahnrastst<U+00E4>tte"
"47.5432014465332,9.75129985809326",47.5432014465332,9.75129985809326,1,"ARBÖ","INFT-AKCTK2","TK Tankstellen GmbH"
"47.5442008972168,12.4490003585815",47.5442008972168,12.4490003585815,2,"ARBÖ;ÖAMTC","INFT-AJJL2B;1201389","AVANTI - Kirchdorf in Tirol Innsbrucker Stra<U+00DF>e 51;Avanti"
"47.5476989746094,12.1017999649048",47.5476989746094,12.1017999649048,1,"ARBÖ","INFT-AK39SX","AVIA Xpress (Automaten-Tankstelle)"
"47.5502014160156,10.6575002670288",47.5502014160156,10.6575002670288,1,"ARBÖ","INFT-AJJU79","Autohof Huter GmbH"
"47.5513000488281,13.943699836731",47.5513000488281,13.943699836731,1,"ARBÖ","INFT-AKUEPW","Landmarkt Lagerhaus"
"47.551399230957,10.6709003448486",47.551399230957,10.6709003448486,1,"ARBÖ","INFT-AJZFHR","Freie Tankstelle (AVIA Treibstoffe)"
"47.551399230957,11.6885995864868",47.551399230957,11.6885995864868,2,"ARBÖ;ÖAMTC","INFT-ATSMQS;1209582","avanti - Achenkirch 588;Avanti"
"47.5527992248535,13.6482000350952",47.5527992248535,13.6482000350952,2,"ARBÖ;ÖAMTC","INFT-DJ28RX;1214120","K&K Tankstelle Hallstatt;K&K Tankstelle Hallstatt"
"47.5564002990723,13.6476001739502",47.5564002990723,13.6476001739502,1,"ARBÖ","INFT-AMNFKP","Freie Tankstelle Hallstatt"
"47.5591011047363,16.4325008392334",47.5591011047363,16.4325008392334,1,"ARBÖ","INFT-AJJKW8","Turm<U+00F6>l Quick"
"47.5592994689941,14.2532997131348",47.5592994689941,14.2532997131348,1,"ARBÖ","INFT-AK8FTE","ENI"
"47.5596008300781,14.2437000274658",47.5596008300781,14.2437000274658,1,"ARBÖ","INFT-C8ENRL","Seebacher Tank- u. Waschcenter"
"47.5603981018066,14.2585000991821",47.5603981018066,14.2585000991821,2,"ARBÖ;JET","INFT-ATSHXE;a435e1b80f","JET TANKSTELLE;JET Tankstelle"
"47.5605010986328,13.9210996627808",47.5605010986328,13.9210996627808,1,"ARBÖ","INFT-AJJU6V","OMV Fast Lane - Bad Mitterndorf Bundesstra<U+00DF>e 56"
"47.5615997314453,14.2484998703003",47.5615997314453,14.2484998703003,1,"ARBÖ","INFT-CCQTME","Diskont Tankstelle"
"47.5637016296387,14.2423000335693",47.5637016296387,14.2423000335693,1,"ARBÖ","INFT-AKALZU","Shell Austria"
"47.5657997131348,12.1501998901367",47.5657997131348,12.1501998901367,1,"ARBÖ","INFT-AJN39T","INNTALER Logistik Park GmbH"
"47.5662994384766,12.1562995910645",47.5662994384766,12.1562995910645,1,"ARBÖ","INFT-CCALZX","eni"
"47.5663986206055,13.3408002853394",47.5663986206055,13.3408002853394,2,"ARBÖ;ÖAMTC","INFT-CCANMA;1207930","eni;Eni"
"47.5666007995605,13.3387002944946",47.5666007995605,13.3387002944946,1,"ARBÖ","INFT-AJKLMC","LMEnergy"
"47.5667991638184,12.1559000015259",47.5667991638184,12.1559000015259,1,"ARBÖ","INFT-AKEA28","AP-Kufstein GmbH"
"47.5672988891602,16.097900390625",47.5672988891602,16.097900390625,1,"ARBÖ","INFT-B2425U","BP"
"47.5681991577148,14.2290000915527",47.5681991577148,14.2290000915527,1,"ARBÖ","INFT-ASHLC8","BP Liezen"
"47.5699005126953,14.2104997634888",47.5699005126953,14.2104997634888,1,"ARBÖ","INFT-BWHP2X","Rumpold"
"47.5742988586426,12.1578998565674",47.5742988586426,12.1578998565674,2,"ARBÖ;JET","INFT-ATVGSQ;2c2439fea1","JET TANKSTELLE;JET Tankstelle"
"47.5749015808105,12.1577997207642",47.5749015808105,12.1577997207642,2,"ARBÖ;JET","INFT-ATVGSR;910b729813","JET TANKSTELLE;JET Tankstelle"
"47.5754013061523,12.7005996704102",47.5754013061523,12.7005996704102,1,"ARBÖ","INFT-AJLGCH","Lagerhaus-Tankstelle 24h"
"47.5764007568359,12.160400390625",47.5764007568359,12.160400390625,1,"ARBÖ","INFT-CCAKU6","eni"
"47.5764007568359,16.4265003204346",47.5764007568359,16.4265003204346,1,"ARBÖ","INFT-AJKHRH","PPSKONT"
"47.5788993835449,12.1687002182007",47.5788993835449,12.1687002182007,2,"ARBÖ;ÖAMTC","INFT-AKEAPB;1208547","Disk;Disk"
"47.5796012878418,13.5315999984741",47.5796012878418,13.5315999984741,1,"ARBÖ","INFT-AJKTMR","avanti - Gosau 705"
"47.5820007324219,14.4547004699707",47.5820007324219,14.4547004699707,2,"ARBÖ;ÖAMTC","INFT-AN3EPS;1209460","Landmarkt Lagerhaus;Lagerhaus"
"47.5820999145508,14.4561004638672",47.5820999145508,14.4561004638672,1,"ARBÖ","INFT-AV3D9E","OMV - Admont Hall 360"
"47.5830001831055,16.4608993530273",47.5830001831055,16.4608993530273,1,"ARBÖ","INFT-AJKHRJ","Tanktreff Josef Bernd Prokopetz"
"47.5852012634277,12.6972999572754",47.5852012634277,12.6972999572754,2,"ARBÖ;ÖAMTC","INFT-B65E8V;1160097","Shell Austria;Shell"
"47.5853004455566,12.1617002487183",47.5853004455566,12.1617002487183,1,"ARBÖ","MFRY-BNE9EX","BP"
"47.5863990783691,12.1621999740601",47.5863990783691,12.1621999740601,1,"ARBÖ","INFT-AK2TYF","AVANTI - Kufstein Schubertstra<U+00DF>e 20"
"47.5863990783691,12.5848999023438",47.5863990783691,12.5848999023438,1,"ARBÖ","INFT-AJKF28","SOCAR Waidring"
"47.5890998840332,12.1743001937866",47.5890998840332,12.1743001937866,1,"ARBÖ","INFT-AQ8BVM","OMV - Kufstein Oskar Pirlo-Stra<U+00DF>e 32"
"47.5890998840332,13.4640998840332",47.5890998840332,13.4640998840332,1,"ARBÖ","INFT-AJLGDM","Schwaighofer Hans Josef"
"47.5906982421875,16.5795001983643",47.5906982421875,16.5795001983643,1,"ARBÖ","INFT-AJJU7F","Diskont P<U+00F6>ltl"
"47.5914001464844,16.5393009185791",47.5914001464844,16.5393009185791,1,"ARBÖ","INFT-B24JD9","GENOL-Lagerhaustankstelle - Horitschon"
"47.5915985107422,12.1321001052856",47.5915985107422,12.1321001052856,1,"ARBÖ","INFT-AN3EPZ","INN-TANK"
"47.5919990539551,13.1754999160767",47.5919990539551,13.1754999160767,1,"ARBÖ","INFT-AJKA8H","ENI"
"47.5937995910645,12.1773996353149",47.5937995910645,12.1773996353149,1,"ARBÖ","INFT-CAZ52B","BP"
"47.597599029541,16.6278991699219",47.597599029541,16.6278991699219,1,"ARBÖ","INFT-CF8FYL","Socar DORNER"
"47.5999984741211,16.19700050354",47.5999984741211,16.19700050354,1,"ARBÖ","INFT-AJJU5D","Gemeinde Lichtenegg"
"47.600700378418,16.1965999603271",47.600700378418,16.1965999603271,1,"ARBÖ","INFT-AJJU5D","Gemeinde Lichtenegg"
"47.6029014587402,16.1187000274658",47.6029014587402,16.1187000274658,1,"ARBÖ","INFT-AJL3A9","GENOL - Lagerhaus"
"47.6048011779785,13.7826995849609",47.6048011779785,13.7826995849609,1,"ARBÖ","INFT-AJKA7L","Shell Austria"
"47.6081008911133,13.1663999557495",47.6081008911133,13.1663999557495,1,"ARBÖ","INFT-AJKA8K","Hettegger Diesel-Automatentankstelle"
"47.6129989624023,13.7665004730225",47.6129989624023,13.7665004730225,2,"ARBÖ;ÖAMTC","INFT-C99CSC;1211133","Turm<U+00F6>l;Turm<U+00F6>l"
"47.61669921875,15.9663000106812",47.61669921875,15.9663000106812,2,"ARBÖ;ÖAMTC","INFT-DJMDG5;1214128","Turm<U+00F6>l Quick;Turm<U+00F6>l Quick"
"47.619800567627,16.1282997131348",47.619800567627,16.1282997131348,1,"ARBÖ","INFT-B62GB2","eni"
"47.6240005493164,13.6456003189087",47.6240005493164,13.6456003189087,1,"ARBÖ","INFT-B6DA34","BP Tankstelle"
"47.6347007751465,13.1387996673584",47.6347007751465,13.1387996673584,1,"ARBÖ","INFT-AJJLAD","Shell Austria"
"47.6379013061523,13.137900352478",47.6379013061523,13.137900352478,1,"ARBÖ","INFT-C9BG5S","Diskont Tankstelle"
"47.6422996520996,13.2040996551514",47.6422996520996,13.2040996551514,1,"ARBÖ","INFT-BT2FJ5","Lagerhaus Tankstelle"
"47.6472015380859,16.1264991760254",47.6472015380859,16.1264991760254,1,"ARBÖ","INFT-AJJU3Z","Tankstelle Holzgethan"
"47.6481018066406,12.4043998718262",47.6481018066406,12.4043998718262,1,"ARBÖ","INFT-AJJL2D","BELLINGER, freie Tankstelle"
"47.6488990783691,12.1964998245239",47.6488990783691,12.1964998245239,2,"ARBÖ;ÖAMTC","INFT-AKBKV2;1085873","Thrainer;Thrainer"
"47.6495018005371,12.3131999969482",47.6495018005371,12.3131999969482,1,"ARBÖ","INFT-BJWG4T","BP"
"47.6497993469238,13.6129999160767",47.6497993469238,13.6129999160767,1,"ARBÖ","INFT-ALL9EM","SOCAR Bad Goisern"
"47.6553001403809,14.7666997909546",47.6553001403809,14.7666997909546,1,"ARBÖ","INFT-AJMGDD","AVIA XPress (unser Service: Luft und Wasser)"
"47.657299041748,12.7426996231079",47.657299041748,12.7426996231079,1,"ARBÖ","INFT-CCAJSZ","eni"
"47.6618003845215,12.4128999710083",47.6618003845215,12.4128999710083,2,"ARBÖ;ÖAMTC","INFT-AJKHSA;1082438","BP;BP"
"47.6618995666504,16.1294994354248",47.6618995666504,16.1294994354248,1,"ARBÖ","INFT-B62GB3","Eni"
"47.6621017456055,12.4252996444702",47.6621017456055,12.4252996444702,1,"ARBÖ","INFT-AJKHS9","AVIA"
"47.6627006530762,14.9877004623413",47.6627006530762,14.9877004623413,1,"ARBÖ","INFT-AJJKU8","OIL! Tankstelle"
"47.6652984619141,12.752799987793",47.6652984619141,12.752799987793,1,"ARBÖ","INFT-B2RE8D","BP"
"47.665699005127,14.7160997390747",47.665699005127,14.7160997390747,1,"ARBÖ","INFT-BLNE6V","Turm<U+00F6>l Quick"
"47.6727981567383,15.9573001861572",47.6727981567383,15.9573001861572,2,"ARBÖ;ÖAMTC","INFT-AJJKKZ;1140213","Turm<U+00F6>l Quick;Turm<U+00F6>l Quick"
"47.6730003356934,15.995400428772",47.6730003356934,15.995400428772,1,"ARBÖ","INFT-AK9EF3","eni Hochhauser"
"47.6735000610352,15.9460000991821",47.6735000610352,15.9460000991821,2,"ARBÖ;ÖAMTC","INFT-AK4R2F;1201655","eni Hochhauser;Eni Hochhauser"
"47.6738014221191,15.9697999954224",47.6738014221191,15.9697999954224,1,"ARBÖ","INFT-AJJKL6","RHD Richard Hofer Diskont"
"47.6763000488281,12.184700012207",47.6763000488281,12.184700012207,1,"ARBÖ","INFT-AJJL2A","Pfluger Trans"
"47.6785011291504,12.2543001174927",47.6785011291504,12.2543001174927,2,"ARBÖ;ÖAMTC","INFT-B42G8Z;1209393","Reinpold Tankstelle Niederndorferberg;Tankstelle Reinpold"
"47.6796989440918,13.1044998168945",47.6796989440918,13.1044998168945,2,"ARBÖ;ÖAMTC","INFT-CCB9B8;1208818","eni;Eni"
"47.682300567627,13.1005001068115",47.682300567627,13.1005001068115,1,"ARBÖ","INFT-AU4B3N","Turm<U+00F6>l Quick"
"47.6842002868652,14.614800453186",47.6842002868652,14.614800453186,1,"ARBÖ","INFT-AL4ET6","deine Tankstelle"
"47.6846008300781,13.1035995483398",47.6846008300781,13.1035995483398,3,"ARBÖ;ÖAMTC;JET","INFT-ATSHZ3;1099239;3270ac3649","JET TANKSTELLE;JET;JET Tankstelle"
"47.6865005493164,13.09850025177",47.6865005493164,13.09850025177,1,"ARBÖ","INFT-AJKHSY","Lagerhaus-Tankstelle"
"47.6904983520508,13.6232995986938",47.6904983520508,13.6232995986938,1,"ARBÖ","INFT-B5NK9K","Turm<U+00F6>l Quick"
"47.6917991638184,13.1005001068115",47.6917991638184,13.1005001068115,1,"ARBÖ","INFT-AJJUCC","Shell Austria"
"47.698299407959,15.8362998962402",47.698299407959,15.8362998962402,2,"ARBÖ;ÖAMTC","INFT-AUVMP3;1100597","BP;BP"
"47.7004013061523,16.9078998565674",47.7004013061523,16.9078998565674,1,"ARBÖ","INFT-AJJL9H","MOSONYI DISKONT"
"47.7027015686035,16.9034996032715",47.7027015686035,16.9034996032715,1,"ARBÖ","INFT-AJJL9G","Lagerhaus-Genol"
"47.7042999267578,16.0349998474121",47.7042999267578,16.0349998474121,1,"ARBÖ","INFT-AK4R2E","eni Hochhauser"
"47.7047004699707,14.1674995422363",47.7047004699707,14.1674995422363,1,"ARBÖ","INFT-D5SERC","Genol Lagerhaus Innviertel-Traunviertel-Urfahr"
"47.7065010070801,14.1637001037598",47.7065010070801,14.1637001037598,1,"ARBÖ","INFT-AKWES4","PS Tankstelle & Reifenhandel Schmei<U+00DF>l KG PS TANK hoch 3"
"47.7066993713379,16.1023006439209",47.7066993713379,16.1023006439209,1,"ARBÖ","INFT-B5N2WR","BP"
"47.7117004394531,16.0405006408691",47.7117004394531,16.0405006408691,2,"ARBÖ;JET","INFT-ATSHWB;35ff3dc850","JET TANKSTELLE;JET Tankstelle"
"47.7117004394531,16.0970001220703",47.7117004394531,16.0970001220703,1,"ARBÖ","INFT-BN2JD8","HEIPOIL FUTURE DISKONT"
"47.7120018005371,13.1948003768921",47.7120018005371,13.1948003768921,1,"ARBÖ","INFT-APDJBP","Eibl Werner"
"47.712100982666,16.5121994018555",47.712100982666,16.5121994018555,1,"ARBÖ","INFT-AJJL48","Diskont-Tankstelle"
"47.7131004333496,13.4865999221802",47.7131004333496,13.4865999221802,1,"ARBÖ","INFT-BZFG2J","Autohaus Resch GmbH"
"47.7179985046387,13.5964002609253",47.7179985046387,13.5964002609253,3,"ARBÖ;ÖAMTC;JET","INFT-ATSHXC;1142332;4ba4af803c","JET TANKSTELLE;JET;JET Tankstelle"
"47.7190017700195,13.6119003295898",47.7190017700195,13.6119003295898,1,"ARBÖ","INFT-AJS3BM","Turm<U+00F6>l Quick"
"47.7192993164062,14.6540002822876",47.7192993164062,14.6540002822876,2,"ARBÖ;ÖAMTC","INFT-AKXTMW;1201621","ENI AUSTRIA;Eni"
"47.7193984985352,13.6091003417969",47.7193984985352,13.6091003417969,1,"ARBÖ","INFT-B5ML45","Shell Austria"
"47.719799041748,13.3933000564575",47.719799041748,13.3933000564575,1,"ARBÖ","INFT-ALKDWR","Shell Abersee"
"47.7212982177734,13.5978002548218",47.7212982177734,13.5978002548218,1,"ARBÖ","INFT-CCFDFZ","Turm<U+00F6>l"
"47.7219009399414,13.0906000137329",47.7219009399414,13.0906000137329,1,"ARBÖ","INFT-CCAKTY","eni"
"47.7248001098633,14.3079996109009",47.7248001098633,14.3079996109009,1,"ARBÖ","INFT-CQNVJF","Genol Lagerhaus Innviertel-Traunviertel-Urfahr"
"47.7248001098633,16.082799911499",47.7248001098633,16.082799911499,1,"ARBÖ","INFT-AJKA6M","GENOL - Lagerhaus"
"47.7257995605469,16.9349002838135",47.7257995605469,16.9349002838135,1,"ARBÖ","INFT-AJJL99","Turm<U+00F6>l Quick"
"47.7261009216309,16.0730991363525",47.7261009216309,16.0730991363525,2,"ARBÖ;ÖAMTC","INFT-AJJU42;1208039","eni Hochhauser;Eni Hochhauser"
"47.7277984619141,12.9152002334595",47.7277984619141,12.9152002334595,1,"ARBÖ","INFT-BC8CK2","BP Gro<U+00DF>gmain"
"47.7285995483398,16.0930004119873",47.7285995483398,16.0930004119873,1,"ARBÖ","INFT-CCEJZU","eni"
"47.7299995422363,16.4127006530762",47.7299995422363,16.4127006530762,1,"ARBÖ","INFT-CCLFZY","Diskont Tankstelle"
"47.7304000854492,16.0956001281738",47.7304000854492,16.0956001281738,2,"ARBÖ;ÖAMTC","INFT-AJMGCW;1208162","Shell Fellner;Shell"
"47.7313003540039,13.0642004013062",47.7313003540039,13.0642004013062,1,"ARBÖ","INFT-AJJKLE","LMEnergy Express"
"47.7318992614746,16.4123992919922",47.7318992614746,16.4123992919922,2,"ARBÖ;JET","INFT-ATTD73;de235a8768","JET TANKSTELLE;JET Tankstelle"
"47.7322006225586,13.086199760437",47.7322006225586,13.086199760437,1,"ARBÖ","INFT-CCAKTZ","eni"
"47.7327003479004,16.0869998931885",47.7327003479004,16.0869998931885,1,"ARBÖ","INFT-AJJKL5","SB-Tankstelle Ofenb<U+00F6>ck"
"47.7327995300293,13.0656003952026",47.7327995300293,13.0656003952026,1,"ARBÖ","INFT-CCASLX","eni"
"47.7336006164551,16.9311008453369",47.7336006164551,16.9311008453369,1,"ARBÖ","INFT-AJJL9J","MOSONYI DISKONT"
"47.7351989746094,16.9295997619629",47.7351989746094,16.9295997619629,1,"ARBÖ","INFT-AJJL9K","Lagerhaus-Genol"
"47.7360000610352,16.4067993164062",47.7360000610352,16.4067993164062,1,"ARBÖ","INFT-AKCDB4","IQ Tankstelle"
"47.736499786377,13.0507001876831",47.736499786377,13.0507001876831,1,"ARBÖ","INFT-AKEFHD","BP"
"47.7365989685059,16.4046993255615",47.7365989685059,16.4046993255615,1,"ARBÖ","INFT-AM4CLG","Turm<U+00F6>l Quick"
"47.7378005981445,13.0683002471924",47.7378005981445,13.0683002471924,1,"ARBÖ","INFT-ATSHWC","MAXI TANK TANKSTELLE"
"47.7388000488281,13.0506000518799",47.7388000488281,13.0506000518799,1,"ARBÖ","INFT-C9FKD5","Diskont Tankstelle"
"47.7397003173828,16.497200012207",47.7397003173828,16.497200012207,1,"ARBÖ","INFT-B25E5C","GENOL-Lagerhaustankstelle - Baumgarten"
"47.7405014038086,13.0825996398926",47.7405014038086,13.0825996398926,1,"ARBÖ","INFT-AJJUCD","AP Urstein"
"47.7406997680664,16.4087009429932",47.7406997680664,16.4087009429932,1,"ARBÖ","INFT-AUR7L3","OMV - Mattersburg Michael Koch-Stra<U+00DF>e 65"
"47.7407989501953,16.3379001617432",47.7407989501953,16.3379001617432,2,"ARBÖ;ÖAMTC","INFT-B25E5E;1208874","GENOL-Lagerhaustankstelle - Wiesen;Genol"
"47.7420997619629,16.24049949646",47.7420997619629,16.24049949646,1,"ARBÖ","INFT-AJM2XK","GENOL - Lagerhaus"
"47.7453002929688,16.8292007446289",47.7453002929688,16.8292007446289,1,"ARBÖ","INFT-AJJL9X","Lagerhaus-Genol"
"47.7481994628906,13.0682001113892",47.7481994628906,13.0682001113892,1,"ARBÖ","INFT-CB8EPP","AP Anif"
"47.7482986450195,16.4192008972168",47.7482986450195,16.4192008972168,1,"ARBÖ","INFT-AJJU9X","Treibstoffparadies"
"47.7494010925293,13.0694999694824",47.7494010925293,13.0694999694824,1,"ARBÖ","INFT-AJK39E","Shell Austria"
"47.7550010681152,16.2530002593994",47.7550010681152,16.2530002593994,1,"ARBÖ","INFT-AJJU5C","BP"
"47.755298614502,13.0364999771118",47.755298614502,13.0364999771118,1,"ARBÖ","INFT-ASWGFQ","Lagerhaus-Tankstelle 24 h"
"47.7602005004883,16.8076992034912",47.7602005004883,16.8076992034912,1,"ARBÖ","INFT-AJJL9Q","Lagerhaus-Genol"
"47.763801574707,16.99049949646",47.763801574707,16.99049949646,1,"ARBÖ","INFT-AJJL9D","Lagerhaus-Genol"
"47.7644004821777,13.3641004562378",47.7644004821777,13.3641004562378,2,"ARBÖ;ÖAMTC","INFT-CAN35P;1211357","Turm<U+00F6>l Quick;Turm<U+00F6>l Quick"
"47.7654991149902,16.9832000732422",47.7654991149902,16.9832000732422,1,"ARBÖ","INFT-AJJL97","Karl Bors GmbH"
"47.7658996582031,13.0712003707886",47.7658996582031,13.0712003707886,2,"ARBÖ;JET","INFT-ATSHYB;27a8add058","JET TANKSTELLE;JET Tankstelle"
"47.7661018371582,16.8020000457764",47.7661018371582,16.8020000457764,1,"ARBÖ","INFT-CUGJWK","Turm<U+00F6>l Quick"
"47.7672004699707,17.0277996063232",47.7672004699707,17.0277996063232,1,"ARBÖ","INFT-AYC97J","Martin Mosonyi"
"47.7695999145508,13.0854997634888",47.7695999145508,13.0854997634888,1,"ARBÖ","INFT-AJLMYJ","BP"
"47.7697982788086,16.4638996124268",47.7697982788086,16.4638996124268,1,"ARBÖ","INFT-B25E5D","GENOL-Lagerhaustankstelle - St<U+00F6>ttera"
"47.7713012695312,12.9441003799438",47.7713012695312,12.9441003799438,2,"ARBÖ;ÖAMTC","INFT-ANJFCL;1097822","AP Walserberg;AP Diskont"
"47.7743988037109,16.3943996429443",47.7743988037109,16.3943996429443,1,"ARBÖ","INFT-AJJL4C","O-Tank"
"47.7761993408203,13.0683002471924",47.7761993408203,13.0683002471924,2,"ARBÖ;ÖAMTC","INFT-AJJU9S;1208999","OMV - Salzburg Alpenstra<U+00DF>e 106;OMV"
"47.7761993408203,17.0345993041992",47.7761993408203,17.0345993041992,1,"ARBÖ","INFT-AJJUC3","Gelbmann GmbH / freie Tankstelle / 24 Std. SB-Tankstelle"
"47.7807006835938,16.9475994110107",47.7807006835938,16.9475994110107,1,"ARBÖ","INFT-AJJL9C","Lagerhaus-Genol"
"47.7812995910645,16.1914005279541",47.7812995910645,16.1914005279541,2,"ARBÖ;ÖAMTC","INFT-AJJL6N;1209809","avanti - Wiener Neustadt Neunkirchner Stra<U+00DF>e 118;Avanti"
"47.7813987731934,13.2406997680664",47.7813987731934,13.2406997680664,1,"ARBÖ","INFT-ANWH5A","LMEnergy"
"47.7836990356445,13.0665998458862",47.7836990356445,13.0665998458862,1,"ARBÖ","INFT-CCALZR","eni"
"47.7845001220703,13.0524997711182",47.7845001220703,13.0524997711182,2,"ARBÖ;ÖAMTC","INFT-AK3BS2;1208369","BP;BP"
"47.785701751709,12.9753999710083",47.785701751709,12.9753999710083,1,"ARBÖ","INFT-AT4MPY","BP"
"47.7869987487793,13.0517997741699",47.7869987487793,13.0517997741699,1,"ARBÖ","INFT-AJLMYT","OMV - Salzburg Nonntaler Hauptstra<U+00DF>e 53a"
"47.7877998352051,12.9734001159668",47.7877998352051,12.9734001159668,2,"ARBÖ;ÖAMTC","INFT-AM2FU2;1209357","Lagerhaus-Tankstelle 24 h;Lagerhaus"
"47.7887992858887,15.9090995788574",47.7887992858887,15.9090995788574,2,"ARBÖ;ÖAMTC","INFT-AJJKL2;1208123","M3 Puchberg ;M3 Tankstelle"
"47.7918014526367,15.8961000442505",47.7918014526367,15.8961000442505,1,"ARBÖ","INFT-AJJKL3","Paulischin"
"47.793098449707,13.0599002838135",47.793098449707,13.0599002838135,1,"ARBÖ","INFT-AJXHC5","Shell Austria"
"47.793399810791,12.9843997955322",47.793399810791,12.9843997955322,1,"ARBÖ","INFT-CCM3CS","Diskont Tankstelle"
"47.7934989929199,12.9961004257202",47.7934989929199,12.9961004257202,2,"ARBÖ;ÖAMTC","INFT-CDVJTE;1210765","Turm<U+00F6>l;Turm<U+00F6>l"
"47.793701171875,13.029299736023",47.793701171875,13.029299736023,1,"ARBÖ","INFT-CCBGAT","eni"
"47.7957000732422,13.3046998977661",47.7957000732422,13.3046998977661,1,"ARBÖ","INFT-AK4MY8","TURM<U+00D6>L"
"47.7966003417969,15.9937000274658",47.7966003417969,15.9937000274658,1,"ARBÖ","INFT-AKDAJV","eni Hochhauser"
"47.7967987060547,13.0059995651245",47.7967987060547,13.0059995651245,2,"ARBÖ;ÖAMTC","INFT-CSDEXQ;1213417","Eni Oberscheider Salzburg;Eni"
"47.7971000671387,13.0677003860474",47.7971000671387,13.0677003860474,2,"ARBÖ;ÖAMTC","INFT-CECAEE;1212765","Turm<U+00F6>l;Turm<U+00F6>l"
"47.7980003356934,13.0060997009277",47.7980003356934,13.0060997009277,1,"ARBÖ","INFT-AJL3AT","OMV - Salzburg Innsbrucker Bundesstra<U+00DF>e 142"
"47.7985992431641,16.2395000457764",47.7985992431641,16.2395000457764,2,"ARBÖ;JET","INFT-ATSHYS;6e9a977c0c","JET TANKSTELLE;JET Tankstelle"
"47.8011016845703,16.282600402832",47.8011016845703,16.282600402832,1,"ARBÖ","INFT-AJJU9V","Turm<U+00F6>l Quick"
"47.8013000488281,13.0149002075195",47.8013000488281,13.0149002075195,2,"ARBÖ;ÖAMTC","INFT-ATSHYC;1099236","JET TANKSTELLE;JET"
