"unique_coord_key","lat_rounded","lon_rounded","source_count","sources","station_ids","station_names"
"47.2482986450195,15.6986999511719",47.2482986450195,15.6986999511719,1,"ÖAMTC","1210259","F. Leitner "
"47.2482986450195,16.2968006134033",47.2482986450195,16.2968006134033,1,"ÖAMTC","1000050","Turm<U+00F6>l"
"47.2484016418457,11.4441995620728",47.2484016418457,11.4441995620728,1,"ÖAMTC","1208032","Eni Gutmann"
"47.2487983703613,16.1527996063232",47.2487983703613,16.1527996063232,1,"ÖAMTC","1094046","Tankstelle Koller"
"47.2532005310059,14.879599571228",47.2532005310059,14.879599571228,1,"ÖAMTC","1213013","Eni"
"47.2542991638184,14.8807001113892",47.2542991638184,14.8807001113892,1,"ÖAMTC","1213009","Eni"
"47.255500793457,11.398099899292",47.255500793457,11.398099899292,1,"ÖAMTC","1201531","Eni"
"47.2560997009277,16.4662990570068",47.2560997009277,16.4662990570068,1,"ÖAMTC","1209781","Tankstelle Barisits"
"47.2561988830566,11.3163995742798",47.2561988830566,11.3163995742798,1,"ÖAMTC","1207713","OMV"
"47.2563018798828,11.3886003494263",47.2563018798828,11.3886003494263,1,"ÖAMTC","1002738","OMV"
"47.2563018798828,16.4664001464844",47.2563018798828,16.4664001464844,1,"ÖAMTC","1209781","Tankstelle Barisits"
"47.2573013305664,11.3781003952026",47.2573013305664,11.3781003952026,1,"ÖAMTC","1003554","OMV"
"47.2583999633789,11.4000997543335",47.2583999633789,11.4000997543335,1,"ÖAMTC","1208775","Disk"
"47.2587013244629,11.3720998764038",47.2587013244629,11.3720998764038,1,"ÖAMTC","1132906","Eni"
"47.2603988647461,10.3701000213623",47.2603988647461,10.3701000213623,1,"ÖAMTC","1000925","Eni"
"47.2608985900879,11.4212999343872",47.2608985900879,11.4212999343872,1,"ÖAMTC","1056378","BP Troppacher"
"47.2617988586426,11.2643003463745",47.2617988586426,11.2643003463745,1,"ÖAMTC","1132377","Eni Gutmann"
"47.2620010375977,11.4146995544434",47.2620010375977,11.4146995544434,1,"ÖAMTC","1208495","Disk"
"47.2625007629395,11.3729000091553",47.2625007629395,11.3729000091553,1,"ÖAMTC","1097264","Eni Gutmann"
"47.2630004882812,11.4083003997803",47.2630004882812,11.4083003997803,1,"ÖAMTC","1140005","Shell"
"47.2631988525391,11.453200340271",47.2631988525391,11.453200340271,1,"ÖAMTC","1139986","BP"
"47.2634010314941,11.4298000335693",47.2634010314941,11.4298000335693,1,"ÖAMTC","1099093","Shell"
"47.263500213623,11.4334001541138",47.263500213623,11.4334001541138,1,"ÖAMTC","1207843","Eni"
"47.2641983032227,13.2048997879028",47.2641983032227,13.2048997879028,1,"ÖAMTC","1209375","Tankstelle Prommegger"
"47.2644996643066,11.3657999038696",47.2644996643066,11.3657999038696,1,"ÖAMTC","1000868","BP"
"47.2649002075195,11.3689002990723",47.2649002075195,11.3689002990723,1,"ÖAMTC","1002739","Shell"
"47.2653007507324,12.331600189209",47.2653007507324,12.331600189209,1,"ÖAMTC","1208122","Lagerhaus"
"47.2653999328613,11.4264001846313",47.2653999328613,11.4264001846313,1,"ÖAMTC","1140218","OMV"
"47.2655982971191,11.4251003265381",47.2655982971191,11.4251003265381,1,"ÖAMTC","1208112","Disk"
"47.2667999267578,15.7021999359131",47.2667999267578,15.7021999359131,1,"ÖAMTC","1209008","Genol"
"47.2668991088867,11.4237003326416",47.2668991088867,11.4237003326416,1,"ÖAMTC","1132351","Eni"
"47.2671012878418,15.3255996704102",47.2671012878418,15.3255996704102,1,"ÖAMTC","1107664","Genol"
"47.2672004699707,15.3254995346069",47.2672004699707,15.3254995346069,1,"ÖAMTC","1107664","Genol"
"47.2675018310547,11.4118995666504",47.2675018310547,11.4118995666504,1,"ÖAMTC","1174501","Disk"
"47.2676010131836,11.2341995239258",47.2676010131836,11.2341995239258,1,"ÖAMTC","1201421","Eni Gutmann"
"47.2676010131836,14.4890003204346",47.2676010131836,14.4890003204346,1,"ÖAMTC","1139181","Sprint-Landforst"
"47.2677001953125,12.3374996185303",47.2677001953125,12.3374996185303,1,"ÖAMTC","1201158","OMV"
"47.2677993774414,9.61489963531494",47.2677993774414,9.61489963531494,1,"ÖAMTC","1100674","OMV"
"47.2686004638672,9.60420036315918",47.2686004638672,9.60420036315918,1,"ÖAMTC","1208194","TK Tankstelle"
"47.2686004638672,9.64379978179932",47.2686004638672,9.64379978179932,1,"ÖAMTC","1129810","Shell Stiglechner"
"47.2686004638672,15.4799003601074",47.2686004638672,15.4799003601074,1,"ÖAMTC","1201605","BP"
"47.268798828125,10.9375",47.268798828125,10.9375,1,"ÖAMTC","1208541","Disk"
"47.2689018249512,15.9556999206543",47.2689018249512,15.9556999206543,1,"ÖAMTC","1208435","Tankstelle Gschiel"
"47.2708015441895,11.2025995254517",47.2708015441895,11.2025995254517,1,"ÖAMTC","1208160","Avia XPress"
"47.2714004516602,11.2520999908447",47.2714004516602,11.2520999908447,1,"ÖAMTC","1140321","Avanti"
"47.2720985412598,16.0881996154785",47.2720985412598,16.0881996154785,1,"ÖAMTC","1211085","tankpool24"
"47.2722015380859,9.61820030212402",47.2722015380859,9.61820030212402,1,"ÖAMTC","1207737","Eni"
"47.2723007202148,9.60809993743896",47.2723007202148,9.60809993743896,1,"ÖAMTC","1208384","DISKONT Tankstelle (HOFER Parkplatz)"
"47.2723007202148,16.236499786377",47.2723007202148,16.236499786377,1,"ÖAMTC","1209790","SOCAR"
"47.2734985351562,11.4736995697021",47.2734985351562,11.4736995697021,1,"ÖAMTC","1104399","OMV"
"47.2738990783691,16.2345008850098",47.2738990783691,16.2345008850098,1,"ÖAMTC","1000042","JET"
"47.2741012573242,11.2389001846313",47.2741012573242,11.2389001846313,1,"ÖAMTC","1208536","Disk"
"47.2748985290527,16.1578006744385",47.2748985290527,16.1578006744385,1,"ÖAMTC","1209849","Avanti"
"47.2757987976074,15.9666996002197",47.2757987976074,15.9666996002197,1,"ÖAMTC","1208223","BP Stiglechner"
"47.2760009765625,16.1558990478516",47.2760009765625,16.1558990478516,1,"ÖAMTC","1208218","Eni"
"47.2765007019043,15.5188999176025",47.2765007019043,15.5188999176025,1,"ÖAMTC","1207697","Genol"
"47.2769012451172,11.4321002960205",47.2769012451172,11.4321002960205,1,"ÖAMTC","1201207","OIL!"
"47.2770004272461,11.47350025177",47.2770004272461,11.47350025177,1,"ÖAMTC","1134384","Eni Gutmann"
"47.2770004272461,12.757399559021",47.2770004272461,12.757399559021,1,"ÖAMTC","1160593","Shell"
"47.277099609375,11.4006004333496",47.277099609375,11.4006004333496,1,"ÖAMTC","1000870","Eni"
"47.277400970459,11.457799911499",47.277400970459,11.457799911499,1,"ÖAMTC","1099267","Avanti"
"47.2775993347168,11.4238004684448",47.2775993347168,11.4238004684448,1,"ÖAMTC","1171576","BP"
"47.2779006958008,12.4535999298096",47.2779006958008,12.4535999298096,1,"ÖAMTC","1028456","Koidl Discounttankstelle"
"47.2785987854004,11.421199798584",47.2785987854004,11.421199798584,1,"ÖAMTC","1209721","DISKONT Tankstelle (HOFER Parkplatz)"
"47.2787017822266,15.693699836731",47.2787017822266,15.693699836731,1,"ÖAMTC","1210568","BP"
"47.2793998718262,11.5024003982544",47.2793998718262,11.5024003982544,1,"ÖAMTC","1134385","Shell Stiglechner"
"47.2798004150391,9.64970016479492",47.2798004150391,9.64970016479492,1,"ÖAMTC","1129811","BP"
"47.280101776123,15.5516996383667",47.280101776123,15.5516996383667,1,"ÖAMTC","1209534","IQ Stiglechner"
"47.280200958252,16.0065994262695",47.280200958252,16.0065994262695,1,"ÖAMTC","1210207","F. Leitner "
"47.2803993225098,15.5136003494263",47.2803993225098,15.5136003494263,1,"ÖAMTC","1209431","F. Leitner "
"47.2808990478516,11.5125999450684",47.2808990478516,11.5125999450684,1,"ÖAMTC","1209633","GT G<U+00FC>nstig Tanken"
"47.2808990478516,16.4433002471924",47.2808990478516,16.4433002471924,1,"ÖAMTC","1209066","Genol"
"47.2812004089355,12.5750999450684",47.2812004089355,12.5750999450684,1,"ÖAMTC","1207823","LM Energy Express"
"47.2812995910645,11.5339002609253",47.2812995910645,11.5339002609253,1,"ÖAMTC","1208559","OMV Gutmann"
"47.2815017700195,15.9863004684448",47.2815017700195,15.9863004684448,1,"ÖAMTC","1002998","Genol"
"47.2825012207031,15.9755001068115",47.2825012207031,15.9755001068115,1,"ÖAMTC","1210716","M3 Tankstelle"
"47.282600402832,15.9746999740601",47.282600402832,15.9746999740601,1,"ÖAMTC","1099254","JET"
"47.2830009460449,16.1856002807617",47.2830009460449,16.1856002807617,1,"ÖAMTC","1201176","OMV"
"47.2835006713867,16.0013008117676",47.2835006713867,16.0013008117676,1,"ÖAMTC","1210128","Autowascharena Hartberg"
"47.2835998535156,15.9869003295898",47.2835998535156,15.9869003295898,1,"ÖAMTC","1208073","Genol"
"47.2845001220703,11.146900177002",47.2845001220703,11.146900177002,1,"ÖAMTC","1209804","Disk"
"47.2845001220703,12.6465997695923",47.2845001220703,12.6465997695923,1,"ÖAMTC","1209380","Lagerhaus"
"47.2845993041992,11.163800239563",47.2845993041992,11.163800239563,1,"ÖAMTC","1003124","Shell"
"47.285099029541,12.4947996139526",47.285099029541,12.4947996139526,1,"ÖAMTC","1208776","Eni"
"47.2851982116699,12.4912004470825",47.2851982116699,12.4912004470825,1,"ÖAMTC","1209585","Turm<U+00F6>l Quick"
"47.2853012084961,12.4912996292114",47.2853012084961,12.4912996292114,1,"ÖAMTC","1209585","Turm<U+00F6>l Quick"
"47.2853012084961,15.9914999008179",47.2853012084961,15.9914999008179,1,"ÖAMTC","1208364","DISKONT Tankstelle (HOFER Parkplatz)"
"47.2873992919922,11.4631004333496",47.2873992919922,11.4631004333496,1,"ÖAMTC","1207682","Avanti"
"47.2873992919922,12.8090000152588",47.2873992919922,12.8090000152588,1,"ÖAMTC","1209379","Lagerhaus"
"47.288501739502,12.809700012207",47.288501739502,12.809700012207,1,"ÖAMTC","1197091","maxi.tank"
"47.2893981933594,12.9054002761841",47.2893981933594,12.9054002761841,1,"ÖAMTC","1209378","Eni"
"47.2899017333984,11.5734996795654",47.2899017333984,11.5734996795654,1,"ÖAMTC","1011875","M<U+00F6>ssmer"
"47.2916984558105,11.0247001647949",47.2916984558105,11.0247001647949,1,"ÖAMTC","1201226","Disk"
"47.2916984558105,11.5949001312256",47.2916984558105,11.5949001312256,1,"ÖAMTC","1061876","Disk"
"47.2919006347656,11.5993003845215",47.2919006347656,11.5993003845215,1,"ÖAMTC","1068167","Eni"
"47.2921981811523,16.3953990936279",47.2921981811523,16.3953990936279,1,"ÖAMTC","1001890","Tankstelle Kaiser"
"47.2929000854492,16.2066993713379",47.2929000854492,16.2066993713379,1,"ÖAMTC","1201177","Turm<U+00F6>l Quick"
"47.293098449707,12.9689998626709",47.293098449707,12.9689998626709,1,"ÖAMTC","1124279","BP Stiglechner"
"47.296199798584,11.8745002746582",47.296199798584,11.8745002746582,1,"ÖAMTC","1080091","Eni Gutmann"
"47.2966003417969,12.796199798584",47.2966003417969,12.796199798584,1,"ÖAMTC","1026039","BP Stiglechner"
"47.2976989746094,13.0818004608154",47.2976989746094,13.0818004608154,1,"ÖAMTC","1213197","Turm<U+00F6>l Quick"
"47.2977981567383,11.588399887085",47.2977981567383,11.588399887085,1,"ÖAMTC","1057524","Shell"
"47.2984008789062,15.8380002975464",47.2984008789062,15.8380002975464,1,"ÖAMTC","1084856","Turm<U+00F6>l Quick"
"47.2995986938477,11.0754995346069",47.2995986938477,11.0754995346069,1,"ÖAMTC","1208532","Disk"
"47.3002014160156,11.0732002258301",47.3002014160156,11.0732002258301,1,"ÖAMTC","1189602","Lagerhaus"
"47.3013000488281,11.5923004150391",47.3013000488281,11.5923004150391,1,"ÖAMTC","1207725","Plose A Oil"
"47.3027992248535,16.4423007965088",47.3027992248535,16.4423007965088,1,"ÖAMTC","1201603","OMV"
"47.3032989501953,10.4848003387451",47.3032989501953,10.4848003387451,1,"ÖAMTC","1208812","OMV Gutmann"
"47.3044013977051,9.64770030975342",47.3044013977051,9.64770030975342,1,"ÖAMTC","1208098","Eni Stiglechner"
"47.3051986694336,16.192699432373",47.3051986694336,16.192699432373,1,"ÖAMTC","1209860","Eni Stiglechner"
"47.3055000305176,11.0748996734619",47.3055000305176,11.0748996734619,1,"ÖAMTC","1049080","Shell"
"47.3075981140137,11.0790004730225",47.3075981140137,11.0790004730225,1,"ÖAMTC","1140744","BP"
"47.3087997436523,14.9418001174927",47.3087997436523,14.9418001174927,1,"ÖAMTC","1210295","F. Leitner "
"47.3095016479492,15.8304996490479",47.3095016479492,15.8304996490479,1,"ÖAMTC","1208656","Shell"
"47.3096008300781,9.61960029602051",47.3096008300781,9.61960029602051,1,"ÖAMTC","1207730","TK Tankstelle"
"47.310001373291,15.563099861145",47.310001373291,15.563099861145,1,"ÖAMTC","1213517","M3 Tankstelle"
"47.312198638916,15.8248996734619",47.312198638916,15.8248996734619,1,"ÖAMTC","1208648","Genol"
"47.3123016357422,11.0038995742798",47.3123016357422,11.0038995742798,1,"ÖAMTC","1208033","Tankstelle Waldhart"
"47.3125,15.8253002166748",47.3125,15.8253002166748,1,"ÖAMTC","1208648","Genol"
"47.3132019042969,15.8352003097534",47.3132019042969,15.8352003097534,1,"ÖAMTC","1209434","Tankstelle"
"47.3165016174316,15.9785995483398",47.3165016174316,15.9785995483398,1,"ÖAMTC","1208434","F. Leitner "
"47.3170013427734,11.0937004089355",47.3170013427734,11.0937004089355,1,"ÖAMTC","1213481","BP"
"47.3174018859863,11.8652000427246",47.3174018859863,11.8652000427246,1,"ÖAMTC","1208297","OIL!"
"47.3190994262695,11.6555995941162",47.3190994262695,11.6555995941162,1,"ÖAMTC","1201624","BP"
"47.3199996948242,15.6929998397827",47.3199996948242,15.6929998397827,1,"ÖAMTC","1207901","SOCAR"
"47.3203010559082,13.1437997817993",47.3203010559082,13.1437997817993,1,"ÖAMTC","1158003","OMV"
"47.3235015869141,9.62829971313477",47.3235015869141,9.62829971313477,1,"ÖAMTC","1145398","Loacker Tours"
"47.3240013122559,11.1990003585815",47.3240013122559,11.1990003585815,1,"ÖAMTC","1207845","OMV"
"47.3255004882812,11.1894998550415",47.3255004882812,11.1894998550415,1,"ÖAMTC","1051162","Shell"
"47.3255996704102,12.796199798584",47.3255996704102,12.796199798584,1,"ÖAMTC","1099242","JET"
"47.3256988525391,9.62880039215088",47.3256988525391,9.62880039215088,1,"ÖAMTC","1209837","DISKONT Tankstelle (HOFER Parkplatz)"
"47.3272018432617,10.8197002410889",47.3272018432617,10.8197002410889,1,"ÖAMTC","1208522","OMV"
"47.3278007507324,15.9912996292114",47.3278007507324,15.9912996292114,1,"ÖAMTC","1140333","SOCAR"
"47.3279991149902,15.9906997680664",47.3279991149902,15.9906997680664,1,"ÖAMTC","1209500","Tankstelle Zweirad Fuchs"
"47.3282012939453,11.1984996795654",47.3282012939453,11.1984996795654,1,"ÖAMTC","1025677","BP Troppacher"
"47.3283996582031,9.9753999710083",47.3283996582031,9.9753999710083,1,"ÖAMTC","1208578","Shell"
"47.3316993713379,9.63700008392334",47.3316993713379,9.63700008392334,1,"ÖAMTC","1145570","Shell Stiglechner"
"47.3326988220215,16.0606994628906",47.3326988220215,16.0606994628906,1,"ÖAMTC","1208217","Eni"
"47.3339996337891,13.1883001327515",47.3339996337891,13.1883001327515,1,"ÖAMTC","1201311","LM Energy Express"
"47.334300994873,13.1891002655029",47.334300994873,13.1891002655029,1,"ÖAMTC","1210048","BP LM Energy"
"47.3352012634277,11.1934995651245",47.3352012634277,11.1934995651245,1,"ÖAMTC","1051161","Eni"
"47.3359985351562,13.1892995834351",47.3359985351562,13.1892995834351,1,"ÖAMTC","1201305","FILLUP"
"47.3361015319824,15.0291996002197",47.3361015319824,15.0291996002197,1,"ÖAMTC","1209455","IQ Stiglechner"
"47.3362007141113,16.0778999328613",47.3362007141113,16.0778999328613,1,"ÖAMTC","1098298","Artner"
"47.336498260498,13.3025999069214",47.336498260498,13.3025999069214,1,"ÖAMTC","1160349","BP Stiglechner"
"47.339900970459,9.65170001983643",47.339900970459,9.65170001983643,1,"ÖAMTC","1201633","BP"
"47.3404998779297,11.7067003250122",47.3404998779297,11.7067003250122,1,"ÖAMTC","1208643","Eni"
"47.3410987854004,9.65330028533936",47.3410987854004,9.65330028533936,1,"ÖAMTC","1201369","Disk"
"47.3433990478516,15.3495998382568",47.3433990478516,15.3495998382568,1,"ÖAMTC","1210460","SOCAR"
"47.3434982299805,13.1918001174927",47.3434982299805,13.1918001174927,1,"ÖAMTC","1099241","JET"
"47.344799041748,9.65670013427734",47.344799041748,9.65670013427734,1,"ÖAMTC","1110804","JET"
"47.345401763916,16.0034008026123",47.345401763916,16.0034008026123,1,"ÖAMTC","1209286","Genol"
"47.3455009460449,16.224100112915",47.3455009460449,16.224100112915,1,"ÖAMTC","1208596","Shell"
"47.3470001220703,11.6905002593994",47.3470001220703,11.6905002593994,1,"ÖAMTC","1208408","OMV"
"47.3502006530762,15.0082998275757",47.3502006530762,15.0082998275757,1,"ÖAMTC","1004564","BP"
"47.3502006530762,15.0090999603271",47.3502006530762,15.0090999603271,1,"ÖAMTC","1208024","Rumpold"
"47.3502998352051,13.1943998336792",47.3502998352051,13.1943998336792,1,"ÖAMTC","1201076","JET"
"47.350399017334,11.7059001922607",47.350399017334,11.7059001922607,1,"ÖAMTC","1076847","OMV"
"47.350700378418,12.8004999160767",47.350700378418,12.8004999160767,1,"ÖAMTC","1160038","BP"
"47.3515014648438,11.8514003753662",47.3515014648438,11.8514003753662,1,"ÖAMTC","1061798","Avanti"
"47.3517990112305,15.6965999603271",47.3517990112305,15.6965999603271,1,"ÖAMTC","1208511","Fasching Diesel Diskont"
"47.3520011901855,13.1981000900269",47.3520011901855,13.1981000900269,1,"ÖAMTC","1201336","Lagerhaus"
"47.3527984619141,11.7003002166748",47.3527984619141,11.7003002166748,1,"ÖAMTC","1201538","Eni Gutmann"
"47.3530006408691,9.63479995727539",47.3530006408691,9.63479995727539,1,"ÖAMTC","1207863","Eni"
"47.3540000915527,15.6983995437622",47.3540000915527,15.6983995437622,1,"ÖAMTC","1209568","Shell"
"47.3554000854492,15.0851001739502",47.3554000854492,15.0851001739502,1,"ÖAMTC","1210324","F. Leitner "
"47.3566017150879,13.1969995498657",47.3566017150879,13.1969995498657,1,"ÖAMTC","1212401","DISKONT Tankstelle (HOFER Parkplatz)"
"47.3572998046875,9.6830997467041",47.3572998046875,9.6830997467041,1,"ÖAMTC","1099281","JET"
"47.3587989807129,13.1996002197266",47.3587989807129,13.1996002197266,1,"ÖAMTC","1209587","Shell"
"47.3595008850098,11.7225999832153",47.3595008850098,11.7225999832153,1,"ÖAMTC","1208651","Tankstelle Schaller"
"47.3605003356934,10.1907997131348",47.3605003356934,10.1907997131348,1,"ÖAMTC","1209409","Avia XPress"
"47.3624000549316,13.3833999633789",47.3624000549316,13.3833999633789,1,"ÖAMTC","1208861","AP Diskont"
"47.3624992370605,16.2840995788574",47.3624992370605,16.2840995788574,1,"ÖAMTC","1209424","Diskont Tankstelle"
"47.3625984191895,10.8318004608154",47.3625984191895,10.8318004608154,1,"ÖAMTC","1201478","Tankstop Dolle"
"47.3629989624023,13.3825998306274",47.3629989624023,13.3825998306274,1,"ÖAMTC","1208861","AP Diskont"
"47.3630981445312,16.0641994476318",47.3630981445312,16.0641994476318,1,"ÖAMTC","1201441","Tankstelle Schr<U+00F6>ck"
"47.3633995056152,16.2406997680664",47.3633995056152,16.2406997680664,1,"ÖAMTC","1207864","Turm<U+00F6>l Quick"
"47.363899230957,9.68039989471436",47.363899230957,9.68039989471436,1,"ÖAMTC","1209223","Tankstelle ESW"
"47.363899230957,15.0961999893188",47.363899230957,15.0961999893188,1,"ÖAMTC","1000841","BP"
"47.3641014099121,16.2402000427246",47.3641014099121,16.2402000427246,1,"ÖAMTC","1209820","Tankstelle St<U+00F6>ckl"
"47.3658981323242,9.65769958496094",47.3658981323242,9.65769958496094,1,"ÖAMTC","1201102","Shell"
"47.36669921875,9.67059993743896",47.36669921875,9.67059993743896,1,"ÖAMTC","1211425","DISKONT Tankstelle (HOFER Parkplatz)"
"47.369499206543,11.1663999557495",47.369499206543,11.1663999557495,1,"ÖAMTC","1208715","Avanti"
"47.369499206543,16.0210990905762",47.369499206543,16.0210990905762,1,"ÖAMTC","1213964","Rumpold"
"47.3703994750977,16.1529006958008",47.3703994750977,16.1529006958008,1,"ÖAMTC","1208998","Genol"
"47.3722991943359,15.7630996704102",47.3722991943359,15.7630996704102,1,"ÖAMTC","1209726","F. Leitner "
"47.3723983764648,14.9886999130249",47.3723983764648,14.9886999130249,1,"ÖAMTC","1209456","KFZ-Gruber"
"47.3736000061035,9.67759990692139",47.3736000061035,9.67759990692139,1,"ÖAMTC","1201434","BP"
"47.3736000061035,15.0902996063232",47.3736000061035,15.0902996063232,1,"ÖAMTC","1127767","JET"
"47.3740005493164,16.0930995941162",47.3740005493164,16.0930995941162,1,"ÖAMTC","1209817","Rekord-Tankstelle"
"47.3745002746582,16.1256008148193",47.3745002746582,16.1256008148193,1,"ÖAMTC","1140241","Avanti"
"47.3777008056641,15.0888996124268",47.3777008056641,15.0888996124268,1,"ÖAMTC","1208789","Turm<U+00F6>l Quick"
"47.377799987793,9.89039993286133",47.377799987793,9.89039993286133,1,"ÖAMTC","1208133","W<U+00E4>lderhaus Tankstelle"
"47.3779983520508,15.1021003723145",47.3779983520508,15.1021003723145,1,"ÖAMTC","1208645","SOCAR"
"47.3790016174316,13.47350025177",47.3790016174316,13.47350025177,1,"ÖAMTC","1088175","BP"
"47.3791007995605,16.122200012207",47.3791007995605,16.122200012207,1,"ÖAMTC","1005613","Eni"
"47.380199432373,9.70540046691895",47.380199432373,9.70540046691895,1,"ÖAMTC","1201387","OIL!"
"47.3805999755859,15.1069002151489",47.3805999755859,15.1069002151489,1,"ÖAMTC","1133311","BP Stiglechner"
"47.3810997009277,13.4169998168945",47.3810997009277,13.4169998168945,1,"ÖAMTC","1201693","BP"
"47.3811988830566,15.6780004501343",47.3811988830566,15.6780004501343,1,"ÖAMTC","1210648","F. Leitner "
"47.3816986083984,16.1201992034912",47.3816986083984,16.1201992034912,1,"ÖAMTC","1214112","KFZ-Test"
"47.3818016052246,15.1068000793457",47.3818016052246,15.1068000793457,1,"ÖAMTC","1209605","DISKONT Tankstelle (HOFER Parkplatz)"
"47.38330078125,11.7718000411987",47.38330078125,11.7718000411987,1,"ÖAMTC","1087017","BP express"
"47.3841018676758,15.478099822998",47.3841018676758,15.478099822998,1,"ÖAMTC","1001926","Shell"
"47.3848991394043,15.1297998428345",47.3848991394043,15.1297998428345,1,"ÖAMTC","1213844","Rumpold"
"47.3852996826172,13.4701995849609",47.3852996826172,13.4701995849609,1,"ÖAMTC","1208862","Lagerhaus"
"47.386100769043,14.8991003036499",47.386100769043,14.8991003036499,1,"ÖAMTC","1208127","Eni"
"47.3866004943848,13.4520998001099",47.3866004943848,13.4520998001099,1,"ÖAMTC","1088171","BP Stiglechner"
"47.3866996765137,10.5628004074097",47.3866996765137,10.5628004074097,1,"ÖAMTC","1209401","Shell"
"47.3866996765137,13.4514999389648",47.3866996765137,13.4514999389648,1,"ÖAMTC","1086773","Eni"
"47.3869018554688,11.2589998245239",47.3869018554688,11.2589998245239,1,"ÖAMTC","1208825","Eni Gutmann"
"47.3870010375977,13.4517002105713",47.3870010375977,13.4517002105713,1,"ÖAMTC","1088174","Eni"
"47.3880004882812,11.2609996795654",47.3880004882812,11.2609996795654,1,"ÖAMTC","1141704","Tankstelle Reinpold"
"47.388500213623,11.7743997573853",47.388500213623,11.7743997573853,1,"ÖAMTC","1099967","Shell"
"47.388500213623,12.8032999038696",47.388500213623,12.8032999038696,1,"ÖAMTC","1101440","DieselTime"
"47.3889007568359,12.6422996520996",47.3889007568359,12.6422996520996,1,"ÖAMTC","1207594","BP LM Energy"
"47.3890991210938,11.7852001190186",47.3890991210938,11.7852001190186,1,"ÖAMTC","1094281","AVIA"
"47.3894996643066,13.6539001464844",47.3894996643066,13.6539001464844,1,"ÖAMTC","1131989","Eni"
"47.3904991149902,13.6574001312256",47.3904991149902,13.6574001312256,1,"ÖAMTC","1210847","DISKONT Tankstelle (HOFER Parkplatz)"
"47.3912010192871,15.9946002960205",47.3912010192871,15.9946002960205,1,"ÖAMTC","1127075","Shell"
"47.3914985656738,13.6822996139526",47.3914985656738,13.6822996139526,1,"ÖAMTC","1208637","Shell"
"47.3918991088867,9.72760009765625",47.3918991088867,9.72760009765625,1,"ÖAMTC","1209785","JET"
"47.3921012878418,16.3463001251221",47.3921012878418,16.3463001251221,1,"ÖAMTC","1117821","AVIA"
"47.3932991027832,15.9916000366211",47.3932991027832,15.9916000366211,1,"ÖAMTC","1212757","M3 Tankstelle"
"47.3940010070801,15.0383996963501",47.3940010070801,15.0383996963501,1,"ÖAMTC","1213828","Rumpold"
"47.3950004577637,13.6991996765137",47.3950004577637,13.6991996765137,1,"ÖAMTC","1209654","JET"
"47.3950996398926,13.6794996261597",47.3950996398926,13.6794996261597,1,"ÖAMTC","1073199","Lagerhaus"
"47.3961982727051,9.73149967193604",47.3961982727051,9.73149967193604,1,"ÖAMTC","1207939","OMV"
"47.3967018127441,11.9224004745483",47.3967018127441,11.9224004745483,1,"ÖAMTC","1208864","Shell"
"47.3967018127441,13.7042999267578",47.3967018127441,13.7042999267578,1,"ÖAMTC","1211209","Turm<U+00F6>l"
"47.396800994873,15.8701000213623",47.396800994873,15.8701000213623,1,"ÖAMTC","1209207","Genol"
"47.3978996276855,11.8163003921509",47.3978996276855,11.8163003921509,1,"ÖAMTC","1139999","Avanti"
"47.3983001708984,9.85369968414307",47.3983001708984,9.85369968414307,1,"ÖAMTC","1209404","Eni"
"47.3991012573242,14.8274002075195",47.3991012573242,14.8274002075195,1,"ÖAMTC","1209557","Lagerhaus"
"47.3998985290527,9.73579978942871",47.3998985290527,9.73579978942871,1,"ÖAMTC","1061870","Disk"
"47.4034996032715,11.8030996322632",47.4034996032715,11.8030996322632,1,"ÖAMTC","1207854","Eni"
"47.4039001464844,13.5719995498657",47.4039001464844,13.5719995498657,1,"ÖAMTC","1208589","Shell"
"47.4043998718262,15.2538003921509",47.4043998718262,15.2538003921509,1,"ÖAMTC","1210672","SOCAR"
"47.4049987792969,15.8896999359131",47.4049987792969,15.8896999359131,1,"ÖAMTC","1209491","OMV"
"47.405200958252,15.2565002441406",47.405200958252,15.2565002441406,2,"ÖAMTC;JET","1099259;559a40794e","JET;JET Tankstelle"
"47.4059982299805,13.2180004119873",47.4059982299805,13.2180004119873,1,"ÖAMTC","1099240","JET"
"47.4062995910645,15.2659997940063",47.4062995910645,15.2659997940063,1,"ÖAMTC","1115882","OMV"
"47.4065017700195,16.2609996795654",47.4065017700195,16.2609996795654,1,"ÖAMTC","1200539","Tankstelle St<U+00F6>ckl"
"47.4067993164062,10.8690996170044",47.4067993164062,10.8690996170044,1,"ÖAMTC","1104509","BP"
"47.4070014953613,9.73460006713867",47.4070014953613,9.73460006713867,1,"ÖAMTC","1140200","Avanti"
"47.4075012207031,10.9124002456665",47.4075012207031,10.9124002456665,1,"ÖAMTC","1048218","Shell"
"47.4104995727539,9.72070026397705",47.4104995727539,9.72070026397705,1,"ÖAMTC","1208695","Eni"
"47.4104995727539,10.9156999588013",47.4104995727539,10.9156999588013,1,"ÖAMTC","1000921","Amort Tankstelle"
"47.4104995727539,16.4151000976562",47.4104995727539,16.4151000976562,1,"ÖAMTC","1189238","Eni"
"47.4118003845215,9.71570014953613",47.4118003845215,9.71570014953613,1,"ÖAMTC","1100687","Shell"
"47.413501739502,13.2186002731323",47.413501739502,13.2186002731323,1,"ÖAMTC","1001572","Fill up"
