"Feature","Importance"
"month_cos",643.719416498725
"longitude_centered",312.903149702399
"latitude_centered",295.207000178964
"hour_sin",240.816316674016
"month_sin",97.7157320831175
"hour_cos",87.1030768933691
"brand_category",63.2923478683152
"nearby_stations_1km_norm",56.3062183634426
"dow_cos",47.3567046854471
"dow_sin",42.8403585625395
